target,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
V_SIGN,0.47320035099983215,0.9489582180976868,6.850048066553427e-07,0.38102269172668457,0.9049876928329468,-0.05779736489057541,0.2926630675792694,0.8341352939605713,-0.10886192321777344,0.21172624826431274,0.7934737801551819,-0.15855498611927032,0.13237637281417847,0.7680604457855225,-0.21349169313907623,0.36942094564437866,0.6071850061416626,-0.0957350805401802,0.33976057171821594,0.44917553663253784,-0.15116186439990997,0.320475697517395,0.349648118019104,-0.19257894158363342,0.29905274510383606,0.25452372431755066,-0.22352604568004608,0.4491998255252838,0.5921995043754578,-0.10841376334428787,0.44626155495643616,0.3980681896209717,-0.1594390720129013,0.4367844760417938,0.2753334045410156,-0.2014297991991043,0.426412969827652,0.16015899181365967,-0.23401278257369995,0.5248986482620239,0.6274803280830383,-0.1259620189666748,0.5346770286560059,0.44684281945228577,-0.18102727830410004,0.527948260307312,0.3303707540035248,-0.2236892133951187,0.5177733898162842,0.21833056211471558,-0.2538995146751404,0.5937858819961548,0.6955083608627319,-0.14691640436649323,0.658043622970581,0.5891196727752686,-0.19246558845043182,0.6980934143066406,0.5136071443557739,-0.21818801760673523,0.7265620231628418,0.43073028326034546,-0.23803789913654327
V_SIGN,0.5451335906982422,0.9825186729431152,4.996315183802835e-08,0.43274253606796265,0.9418376684188843,-0.06939846277236938,0.3452478349208832,0.8433359861373901,-0.12730014324188232,0.27756932377815247,0.7528958320617676,-0.18436193466186523,0.19482135772705078,0.6883300542831421,-0.2455170601606369,0.41216009855270386,0.6198098659515381,-0.11488824337720871,0.34961485862731934,0.42385682463645935,-0.18618017435073853,0.2972911596298218,0.32472842931747437,-0.23789376020431519,0.24734202027320862,0.2391645312309265,-0.27296948432922363,0.5073906183242798,0.5888428092002869,-0.12685972452163696,0.4874866306781769,0.36351829767227173,-0.18948936462402344,0.4527711272239685,0.2197420299053192,-0.23806773126125336,0.41702473163604736,0.08803215622901917,-0.2760496437549591,0.6002982258796692,0.6171823143959045,-0.1448848843574524,0.6067766547203064,0.406852126121521,-0.20965373516082764,0.5921104550361633,0.2636624872684479,-0.25385773181915283,0.5744754076004028,0.12865588068962097,-0.2847497761249542,0.6895588040351868,0.6801922917366028,-0.1674313247203827,0.7738799452781677,0.5426434874534607,-0.21510493755340576,0.8255290985107422,0.44866514205932617,-0.24013148248195648,0.8582813739776611,0.34995004534721375,-0.2609807550907135
V_SIGN,0.34561851620674133,0.8749233484268188,6.749698968633311e-07,0.28151455521583557,0.732447624206543,-0.047704312950372696,0.26201561093330383,0.572158694267273,-0.09452299773693085,0.2324233055114746,0.46142637729644775,-0.13814625144004822,0.19663295149803162,0.35934746265411377,-0.1913539320230484,0.39643216133117676,0.5004990100860596,-0.14432089030742645,0.43949630856513977,0.30578330159187317,-0.21233119070529938,0.4597226679325104,0.18777471780776978,-0.25460073351860046,0.478076308965683,0.07092654705047607,-0.2850608229637146,0.4598005712032318,0.5786974430084229,-0.17058460414409637,0.5746240019798279,0.40792328119277954,-0.2348223179578781,0.630605936050415,0.289250910282135,-0.2812095582485199,0.681696891784668,0.17656630277633667,-0.3161654770374298,0.4875222444534302,0.6966091394424438,-0.19721609354019165,0.6164098381996155,0.5977845788002014,-0.2761201858520508,0.6991572380065918,0.5138661861419678,-0.33575326204299927,0.7764349579811096,0.42385560274124146,-0.3772987127304077,0.48832717537879944,0.8297500610351562,-0.22250036895275116,0.6134385466575623,0.8579996824264526,-0.2999665141105652,0.6948543787002563,0.8845601081848145,-0.3381284177303314,0.7673927545547485,0.8888424634933472,-0.3648620843887329
V_SIGN,0.345533162355423,0.8838112354278564,6.917053383403982e-07,0.28100964426994324,0.735859751701355,-0.049325425177812576,0.26099321246147156,0.5771439671516418,-0.0983651801943779,0.22880861163139343,0.46667975187301636,-0.14458350837230682,0.18682646751403809,0.36501550674438477,-0.20036804676055908,0.39866065979003906,0.5080826282501221,-0.14217615127563477,0.4481229782104492,0.3219562768936157,-0.21086746454238892,0.46984800696372986,0.20732921361923218,-0.25459301471710205,0.4871290624141693,0.09273284673690796,-0.2862872779369354,0.4655384123325348,0.5894474983215332,-0.16878923773765564,0.5853631496429443,0.4280964732170105,-0.23334506154060364,0.6439681649208069,0.31395775079727173,-0.2813691794872284,0.6959887742996216,0.20393097400665283,-0.3183663785457611,0.49303126335144043,0.7081053853034973,-0.19623646140098572,0.6241517663002014,0.6126790046691895,-0.27518871426582336,0.7070136666297913,0.5314578413963318,-0.3359338045120239,0.7836058735847473,0.4428059458732605,-0.3791126012802124,0.49117207527160645,0.839794933795929,-0.22266258299350739,0.6161478161811829,0.8732170462608337,-0.2990565598011017,0.7000761032104492,0.9018004536628723,-0.3384179174900055,0.7758907675743103,0.9069987535476685,-0.36732029914855957
V_SIGN,0.19991841912269592,0.8086841106414795,1.4676033970317803e-06,0.1967298984527588,0.6585639715194702,-0.06428532302379608,0.2170281708240509,0.5054165124893188,-0.12025438249111176,0.21610578894615173,0.37115681171417236,-0.16838376224040985,0.2068667709827423,0.24863886833190918,-0.22336865961551666,0.4214105010032654,0.5046990513801575,-0.14286430180072784,0.5390653014183044,0.37184712290763855,-0.21219788491725922,0.6184054613113403,0.2837352752685547,-0.2606891095638275,0.6908815503120422,0.2090044915676117,-0.29700857400894165,0.4737100601196289,0.6196829676628113,-0.1619309037923813,0.6422995328903198,0.5353484749794006,-0.22605398297309875,0.7512853741645813,0.46663016080856323,-0.27554282546043396,0.8453201055526733,0.40091463923454285,-0.3117189109325409,0.475098580121994,0.751287043094635,-0.18323250114917755,0.6437705755233765,0.705814778804779,-0.2590982913970947,0.7609381675720215,0.6551031470298767,-0.3150597810745239,0.8651317358016968,0.605323076248169,-0.3538280427455902,0.4362972378730774,0.8854105472564697,-0.20525848865509033,0.5548822283744812,0.9437533617019653,-0.2857634127140045,0.6402634382247925,0.9741185903549194,-0.3230575621128082,0.7186720371246338,0.989897608757019,-0.34596285223960876
V_SIGN,0.22293931245803833,0.8086078763008118,-1.4069055396248586e-06,0.24242505431175232,0.6019594669342041,-0.06184772029519081,0.2893573045730591,0.44055405259132385,-0.1105777844786644,0.3226083517074585,0.3408501148223877,-0.1573619693517685,0.36369311809539795,0.2651793956756592,-0.1902390420436859,0.5513659119606018,0.4757240116596222,-0.06352309882640839,0.5106991529464722,0.29700714349746704,-0.15363101661205292,0.3999329209327698,0.3604618012905121,-0.2036692500114441,0.3846759796142578,0.4315063953399658,-0.23105740547180176,0.5721554160118103,0.5900509357452393,-0.07320832461118698,0.4998825490474701,0.3940671682357788,-0.16574309766292572,0.3820856213569641,0.4552261531352997,-0.18398664891719818,0.37644535303115845,0.5231046676635742,-0.1808951199054718,0.5493456721305847,0.702509880065918,-0.0948493480682373,0.43537473678588867,0.5403041839599609,-0.17092572152614594,0.33414727449417114,0.5867370963096619,-0.1454908698797226,0.3444155752658844,0.6461178064346313,-0.11463143676519394,0.49980777502059937,0.8044309616088867,-0.1255224645137787,0.3837159276008606,0.6823053956031799,-0.16486601531505585,0.3207768201828003,0.6980878710746765,-0.1495029479265213,0.33705461025238037,0.7443304061889648,-0.12856128811836243
V_SIGN,0.3847612738609314,0.9689730405807495,-1.6354463241441408e-06,0.4936462640762329,0.8511657118797302,0.07219599932432175,0.5826234817504883,0.6995021104812622,0.09347964823246002,0.6549488306045532,0.5847089886665344,0.10950533300638199,0.7351592779159546,0.5669394135475159,0.11831661313772202,0.5914751291275024,0.5644550323486328,-0.048321690410375595,0.5963202118873596,0.30350416898727417,-0.0726604238152504,0.5955450534820557,0.14989104866981506,-0.09687623381614685,0.5994828939437866,0.032756507396698,-0.1270257532596588,0.5103503465652466,0.5725824236869812,-0.08534089475870132,0.4149177074432373,0.34825772047042847,-0.09044881910085678,0.3753073811531067,0.4467025101184845,-0.06803882867097855,0.3901835083961487,0.52653568983078,-0.07398828119039536,0.41101470589637756,0.5908327102661133,-0.11259501427412033,0.3182431757450104,0.39512890577316284,-0.10332231968641281,0.2970074713230133,0.47776922583580017,-0.06139294058084488,0.31086573004722595,0.5559164881706238,-0.057030148804187775,0.30157771706581116,0.6051293015480042,-0.13435249030590057,0.26500025391578674,0.38535335659980774,-0.1698870211839676,0.24023839831352234,0.2699925899505615,-0.18059095740318298,0.23804959654808044,0.1524428129196167,-0.19663988053798676
V_SIGN,0.38627898693084717,0.9960968494415283,-1.3594996062238351e-06,0.4911576509475708,0.8873893022537231,0.03611798956990242,0.5817686319351196,0.7323400974273682,0.04153066128492355,0.6514083743095398,0.6096435189247131,0.04750560596585274,0.7320945262908936,0.5858343839645386,0.04758528620004654,0.5855829119682312,0.6120485663414001,-0.08245699852705002,0.5909517407417297,0.3560284674167633,-0.11675238609313965,0.588840901851654,0.20607703924179077,-0.14252176880836487,0.5906737446784973,0.0869855284690857,-0.17274720966815948,0.5118240118026733,0.6221156716346741,-0.1072111651301384,0.4103124737739563,0.3960435390472412,-0.12820197641849518,0.37408244609832764,0.4910077154636383,-0.10651877522468567,0.3895640969276428,0.5645706057548523,-0.10787205398082733,0.4158250689506531,0.643859326839447,-0.12561260163784027,0.31701773405075073,0.4423266053199768,-0.13505442440509796,0.29687005281448364,0.5247281193733215,-0.0954073891043663,0.31151095032691956,0.5994063019752502,-0.08554419130086899,0.3088255226612091,0.6663320660591125,-0.1414177566766739,0.25975605845451355,0.45604753494262695,-0.1872551590204239,0.22955811023712158,0.34335920214653015,-0.20132625102996826,0.21830663084983826,0.22822952270507812,-0.2163902372121811
V_SIGN,0.4282911419868469,0.874255895614624,-9.68495328379504e-07,0.3282364010810852,0.7793668508529663,-0.049890004098415375,0.24161866307258606,0.6265226602554321,-0.08645647764205933,0.17258724570274353,0.5236955881118774,-0.12730784714221954,0.09975364804267883,0.465427041053772,-0.16888666152954102,0.3497558832168579,0.4223528504371643,-0.07686643302440643,0.3194257616996765,0.2811291217803955,-0.13488660752773285,0.2985798120498657,0.1653355360031128,-0.1693202555179596,0.28860241174697876,0.06084096431732178,-0.1895352602005005,0.44723084568977356,0.432065486907959,-0.08354336023330688,0.43512406945228577,0.4158265292644501,-0.17080894112586975,0.4151836037635803,0.5575308203697205,-0.20426976680755615,0.39940184354782104,0.6592367887496948,-0.20855480432510376,0.5351840853691101,0.48106977343559265,-0.09313401579856873,0.5398008227348328,0.481933057308197,-0.1796516478061676,0.4884655177593231,0.63885098695755,-0.18516229093074799,0.45109501481056213,0.7438721060752869,-0.16187508404254913,0.6155126690864563,0.5454010367393494,-0.10616795718669891,0.6740490198135376,0.4352429211139679,-0.15625058114528656,0.7211572527885437,0.3621397614479065,-0.16068413853645325,0.7644437551498413,0.28364822268486023,-0.15076862275600433
V_SIGN,0.3686780333518982,1.0353846549987793,-6.927244839971536e-07,0.47341692447662354,0.9217617511749268,-0.005087547469884157,0.5676208138465881,0.7430399656295776,-0.039160676300525665,0.6424916982650757,0.6103554368019104,-0.0632961168885231,0.7325358986854553,0.5718071460723877,-0.09201467037200928,0.6022554039955139,0.7724677920341492,-0.17651116847991943,0.636687159538269,0.5285058617591858,-0.24891923367977142,0.6562060713768005,0.38231030106544495,-0.2937415540218353,0.673590898513794,0.25374865531921387,-0.33287692070007324,0.5180924534797668,0.8128852844238281,-0.19837477803230286,0.4410095810890198,0.49345266819000244,-0.2507191002368927,0.41166776418685913,0.5566393136978149,-0.23033592104911804,0.4336436986923218,0.6309299468994141,-0.22547443211078644,0.40860515832901,0.8352351188659668,-0.21468843519687653,0.3376748561859131,0.5323525071144104,-0.24887855350971222,0.3153740167617798,0.5600308179855347,-0.19422127306461334,0.3288522958755493,0.6209614872932434,-0.16504183411598206,0.2984752058982849,0.8413172960281372,-0.23166769742965698,0.24529677629470825,0.6108393669128418,-0.27915218472480774,0.22465649247169495,0.5020288825035095,-0.2755698561668396,0.22021913528442383,0.4168665111064911,-0.2738749384880066
